LotArea,Neighborhood,OverallQual,OverallCond,YearBuilt,YearRemodAdd,BsmtQual,BsmtExposure,BsmtFinSF1,TotalBsmtSF,1stFlrSF,2ndFlrSF,GrLivArea,FullBath,KitchenQual,Fireplaces,GarageCars,GarageArea,OpenPorchSF,SalePrice
10208,NoRidge,7,5,1996,1997,Gd,No,0,1264,1277,1067,2344,2,Gd,1,3,889,0,265000
9531,CollgCr,6,5,1998,1998,Gd,Mn,706,794,882,914,1796,2,TA,0,2,546,36,211000
10918,Crawfor,7,9,1926,2004,Gd,No,0,1276,1276,804,2080,1,Gd,2,1,282,0,234000
10800,OldTown,4,7,1900,2000,NA,NA,0,0,694,600,1294,2,TA,0,0,0,114,106250
11988,NAmes,6,6,1957,1957,TA,No,777,1244,1244,0,1244,1,TA,2,1,336,40,150000
5000,BrkSide,6,7,1947,1950,TA,No,399,1004,1004,660,1664,2,TA,2,2,420,24,159000
40094,Edwards,10,5,2007,2008,Ex,Gd,2260,3138,3138,1538,4676,3,Ex,1,3,884,406,184750
11787,NoRidge,7,5,1996,1997,Gd,No,719,1379,1383,1015,2398,2,Gd,1,3,834,60,315750
7500,Somerst,7,5,2005,2005,Gd,No,0,1257,1266,0,1266,2,Gd,1,2,453,144,176000
13300,NAmes,5,7,1956,2000,Gd,No,377,928,928,0,928,1,TA,0,1,252,0,132000
14948,NridgHt,9,5,2008,2008,Ex,Av,1330,1452,1476,1237,2713,2,Ex,1,3,858,66,446261
9098,Edwards,4,7,1920,2002,TA,Mn,348,528,605,0,605,1,TA,0,0,0,0,86000
32668,Crawfor,6,3,1957,1975,TA,No,1219,2035,2515,0,2515,3,TA,2,2,484,0,200624
10200,Timber,6,5,1988,1989,Gd,Av,783,1461,1509,0,1509,2,Gd,1,2,600,0,175000
6155,BrkSide,6,8,1920,1999,Fa,Mn,0,611,751,611,1362,2,TA,0,2,502,0,128000
7200,NAmes,5,7,1955,2007,NA,NA,0,0,827,0,827,1,TA,1,1,392,0,107500
5000,BrkSide,1,3,1946,1950,NA,NA,0,0,334,0,334,1,Fa,0,0,0,0,39300
9056,Gilbert,8,5,2004,2004,Ex,Av,0,707,707,707,1414,2,Gd,1,2,403,35,178000
7000,Edwards,5,7,1910,1991,Gd,Gd,969,1117,820,527,1347,1,TA,0,0,0,0,107500
8924,CollgCr,7,5,1998,1999,Gd,Av,0,880,880,844,1724,2,Gd,0,2,527,155,188000
12735,NAmes,4,5,1972,1972,TA,No,600,864,864,0,864,1,TA,0,2,576,0,111250
11553,Sawyer,5,5,1968,1968,TA,No,673,1051,1159,0,1159,1,TA,1,1,336,0,158000
11423,CollgCr,8,5,2001,2002,Gd,Av,1358,1581,1601,0,1601,2,Gd,1,2,670,0,272000
14601,Timber,9,5,2006,2006,Ex,Av,1260,1838,1838,0,1838,2,Ex,1,3,765,68,315000
11000,NoRidge,8,5,2000,2000,Gd,No,0,969,997,1288,2285,2,Gd,1,3,648,56,248000
10140,NWAmes,7,5,1998,1999,Ex,No,144,1650,1680,0,1680,2,Gd,1,2,583,73,213250
4058,NAmes,7,5,1998,1998,Gd,Av,584,723,767,0,767,1,TA,0,1,367,40,133000
17104,Gilbert,7,5,2006,2006,Gd,Av,554,654,664,832,1496,2,Gd,1,2,426,24,179665
13837,NWAmes,7,5,1988,1988,Gd,No,1002,1204,1377,806,2183,2,Gd,0,3,786,0,229000
8737,BrkSide,6,7,1923,1950,Gd,No,300,1065,915,720,1635,1,TA,1,2,440,38,210000
7244,Mitchel,5,7,1970,1970,Gd,Av,619,768,768,0,768,1,TA,0,2,624,0,129500
8235,OldTown,5,7,1955,1995,TA,No,180,825,825,0,825,1,TA,0,2,720,50,125000
9375,Somerst,7,5,2003,2004,Gd,No,0,912,912,1182,2094,2,Gd,1,2,615,182,263000
4043,NPkVill,6,6,1977,1977,Gd,No,559,1069,1069,0,1069,2,TA,0,2,440,55,140000
6000,OldTown,5,6,1957,1957,TA,No,308,928,928,0,928,1,TA,0,1,288,0,112500
11146,NridgHt,8,5,2006,2006,Ex,Av,0,1709,1717,0,1717,2,Gd,1,3,908,39,255500
8777,Edwards,4,5,1949,2003,NA,NA,0,0,1126,0,1126,2,Gd,0,2,520,96,108000
10625,NridgHt,7,5,2003,2004,Gd,No,866,998,1006,1040,2046,2,Gd,1,3,871,62,284000
6380,BrkSide,5,6,1922,1950,TA,No,0,993,1048,0,1048,1,TA,1,1,280,0,113000
14850,NAmes,5,5,1957,1957,TA,No,895,1092,1092,0,1092,1,TA,1,1,299,0,141000
11040,IDOTRR,4,6,1920,1950,TA,No,637,637,897,439,1336,1,TA,0,1,570,47,108000
21872,Gilbert,7,5,1996,1997,Gd,Gd,604,729,729,717,1446,2,TA,1,2,406,22,175000
3196,Blmngtn,7,5,2003,2004,Gd,Gd,0,1374,1557,0,1557,2,Gd,1,2,420,20,234000
11341,Sawyer,5,6,1957,1996,Gd,No,1302,1392,1392,0,1392,1,TA,1,2,528,0,121500
10010,Mitchel,5,5,1974,1975,Gd,Av,1071,1389,1389,0,1389,1,TA,1,2,418,38,170000
13907,Edwards,5,6,1940,1969,TA,No,290,996,996,0,996,1,TA,1,0,0,0,108000
21780,Edwards,6,7,1918,1950,Gd,Mn,0,1163,1163,511,1674,2,TA,1,2,396,36,185000
13346,NoRidge,7,5,1992,2000,Gd,No,728,1095,1166,1129,2295,2,Gd,1,2,590,40,268000
6858,SWISU,6,4,1915,1950,Gd,No,0,806,841,806,1647,1,Fa,0,1,216,66,128000
11198,StoneBr,9,5,2005,2007,Gd,No,0,1122,1134,1370,2504,2,Ex,1,3,656,39,325000
10171,NridgHt,7,5,2004,2004,Gd,No,2,1517,1535,0,1535,2,Gd,0,2,532,0,214000
12327,SawyerW,8,8,1983,2009,Gd,Gd,1441,1496,1496,636,2132,1,Gd,1,2,612,40,316600
7032,NAmes,5,5,1979,1979,Gd,Gd,943,943,943,0,943,1,TA,2,2,600,0,135960
13101,NAmes,5,5,1965,1965,TA,No,231,1728,1728,0,1728,2,TA,0,2,576,0,142600
7332,NAmes,6,6,1959,1959,TA,No,414,864,864,0,864,1,Gd,0,1,288,0,120000
13159,Timber,7,5,2009,2009,Ex,Av,0,846,846,846,1692,2,Gd,0,2,650,114,224500
9967,Gilbert,7,5,2000,2000,Gd,No,0,384,774,656,1430,2,TA,1,2,400,0,170000
10500,NAmes,5,7,1971,2005,TA,Av,349,372,576,533,1109,1,TA,0,1,288,0,139000
8480,NAmes,5,5,1947,1950,TA,No,442,832,832,384,1216,1,TA,0,1,336,0,118500
6292,SWISU,7,7,1928,1950,TA,No,0,861,877,600,1477,2,TA,1,1,216,50,145000
11777,Sawyer,5,6,1966,1966,TA,Av,328,1164,1320,0,1320,1,TA,2,2,564,68,164500
3604,Somerst,7,5,2007,2007,Gd,No,0,689,703,689,1392,2,Gd,0,2,540,102,146000
12150,OldTown,5,5,1954,1954,TA,No,0,1050,1050,745,1795,2,TA,0,1,352,0,131500
14585,NAmes,6,6,1960,1987,TA,No,594,1144,1429,0,1429,1,Gd,2,2,572,110,181900
12704,NridgHt,8,5,2008,2009,Ex,No,0,2042,2042,0,2042,2,Ex,1,3,1390,90,253293
11841,Edwards,6,5,1990,1990,Gd,Av,816,816,816,0,816,1,TA,0,0,0,32,118500
13500,OldTown,10,9,1893,2000,TA,No,0,1237,1521,1254,2775,3,Gd,1,2,880,502,325000
6120,BrkSide,4,7,1935,1995,TA,No,0,884,989,584,1573,1,Gd,0,1,240,0,133000
11443,Timber,8,5,2005,2006,Ex,Gd,1460,1868,2028,0,2028,2,Gd,2,3,880,66,369900
10267,BrkSide,6,7,1918,2000,TA,Mn,210,816,838,0,838,1,Fa,0,1,275,0,130000
8740,Sawyer,5,6,1982,1982,TA,Av,672,840,860,0,860,1,TA,0,2,528,0,137000
25095,ClearCr,5,8,1968,2003,TA,Gd,1324,1437,1473,0,1473,1,Ex,2,1,452,48,143000
9100,BrkSide,5,6,1930,1960,TA,No,0,742,779,0,935,1,TA,0,1,308,0,79500
8320,CollgCr,7,5,2004,2004,Gd,No,490,770,770,812,1582,2,Gd,0,2,520,45,185900
13478,NridgHt,10,5,2008,2008,Ex,Gd,1338,1722,1728,568,2296,2,Ex,1,3,842,274,451950
6600,Mitchel,5,8,1982,2003,TA,No,816,816,816,0,816,1,TA,0,2,816,0,138000
4435,CollgCr,6,5,2003,2003,Gd,Av,685,848,848,0,848,1,Gd,0,2,420,0,140000
7990,CollgCr,5,6,1975,1975,Gd,No,0,924,924,0,924,1,TA,0,1,280,0,110000
11302,StoneBr,8,5,2005,2006,Gd,Gd,1422,1814,1826,0,1826,2,Gd,1,3,758,75,319000
3600,OldTown,6,7,1910,1993,TA,No,0,684,684,684,1368,1,TA,0,1,216,158,114504
3922,Blmngtn,7,5,2006,2007,Ex,Av,0,1258,1402,0,1402,0,Gd,1,3,648,16,194201
12984,Crawfor,5,6,1977,1977,Gd,Mn,1283,1430,1647,0,1647,2,Gd,1,2,621,0,217500
1950,Blueste,6,6,1980,1980,Gd,No,81,716,716,840,1556,2,TA,1,2,452,0,151000
10927,NridgHt,8,5,2005,2005,Gd,Av,546,1058,1058,846,1904,2,Ex,1,2,736,60,275000
9000,IDOTRR,6,6,1937,1950,TA,No,0,780,780,595,1375,1,Gd,1,1,544,162,141000
10041,SawyerW,8,5,1992,1992,Gd,Mn,789,908,927,988,1915,2,Gd,1,2,506,150,220000
3182,Somerst,7,5,2004,2005,Gd,No,0,600,600,600,1200,2,Gd,0,2,480,172,151000
12803,CollgCr,7,5,2002,2002,Gd,Mn,922,1494,1494,0,1494,2,Gd,1,2,530,36,221000
13600,NAmes,7,6,1965,1990,TA,No,454,768,1186,800,1986,2,TA,3,2,486,42,205000
12464,CollgCr,5,5,1996,1996,Gd,No,732,1040,1040,0,1040,1,Gd,0,2,576,0,152000
7800,Edwards,5,8,1948,2002,TA,No,603,896,1112,896,2008,3,Ex,0,1,230,0,225000
12168,Crawfor,8,6,1934,1998,Gd,Mn,428,965,1940,1254,3194,2,TA,2,2,380,0,359100
7943,Sawyer,4,5,1961,1961,TA,Mn,903,1029,1029,0,1029,1,TA,0,1,261,0,118500
11050,CollgCr,9,5,2000,2000,Ex,Mn,904,1440,1476,677,2153,2,Ex,2,3,736,142,313000
10395,NWAmes,6,6,1978,1978,Gd,Av,605,1032,1032,0,1032,2,TA,1,2,564,0,148000
11885,CollgCr,8,5,2001,2001,Gd,Av,990,1299,1299,573,1872,2,Ex,1,2,531,122,261500
8402,Mitchel,5,5,2007,2007,Gd,No,206,1120,1120,0,1120,1,TA,0,0,0,30,147000
1491,MeadowV,4,6,1972,1972,Gd,Av,150,630,630,0,630,1,TA,0,0,0,24,75500
8800,NAmes,6,7,1963,1963,TA,Gd,763,936,1054,0,1054,1,Gd,0,2,480,0,137500
7861,Gilbert,6,5,2002,2003,Gd,No,457,783,807,702,1509,2,Gd,1,2,393,75,183200
7227,NAmes,6,6,1954,1954,TA,No,0,832,832,0,832,1,Gd,0,2,528,0,105500
11694,NridgHt,9,5,2007,2007,Ex,Av,48,1822,1828,0,1828,2,Gd,1,3,774,108,314813
12244,Timber,8,5,2003,2003,Gd,Gd,871,1482,1482,780,2262,2,Gd,2,3,749,0,305000
8248,Edwards,3,3,1914,1950,TA,No,41,864,864,0,864,1,TA,0,0,0,0,67000
10800,NWAmes,6,7,1974,1997,TA,No,956,1522,1548,1066,2614,2,TA,1,2,624,243,240000
7064,Sawyer,5,6,1977,1977,TA,No,560,980,980,0,980,1,TA,0,2,484,0,135000
2117,Somerst,6,5,2000,2000,Gd,No,420,756,756,756,1512,2,Gd,1,2,440,32,168500
10400,NWAmes,6,5,1972,1972,TA,No,247,732,1012,778,1790,1,TA,1,2,484,0,165150
10000,NAmes,6,6,1962,1962,TA,No,0,1116,1116,0,1116,1,TA,0,2,440,0,160000
12342,NAmes,5,5,1960,1978,TA,No,0,978,1422,0,1422,1,TA,1,1,286,0,139900
9600,NAmes,6,6,1955,1972,TA,Av,674,1156,1520,0,1520,1,TA,2,1,364,0,153000
11606,NAmes,5,5,1969,1969,Gd,Av,650,1040,1040,1040,2080,1,Fa,2,2,504,0,135000
9020,NAmes,6,5,1964,1964,TA,Gd,624,1248,1350,0,1350,1,TA,0,2,520,0,168500
9000,OldTown,5,6,1880,1991,Fa,No,0,636,1089,661,1750,1,Ex,0,1,240,0,124000
4590,NridgHt,8,5,2006,2006,Gd,Mn,24,1554,1554,0,1554,2,Gd,1,2,627,73,209500
11900,NWAmes,7,5,1977,1977,TA,No,822,1386,1411,0,1411,2,TA,1,2,544,0,82500
9250,NAmes,5,7,1954,2005,TA,No,480,1056,1056,0,1056,1,TA,0,1,260,0,139400
6979,OldTown,6,5,1980,1980,TA,No,1056,1056,1056,0,1056,0,TA,0,2,576,56,144000
10896,SWISU,6,7,1914,1995,TA,No,256,1440,1440,1440,3395,2,Fa,0,0,0,110,200000
6120,BrkSide,2,3,1936,1950,TA,No,0,264,800,0,800,1,Fa,1,0,0,0,60000
6000,OldTown,5,4,1954,1954,TA,No,0,811,811,576,1387,2,Gd,0,1,256,0,93000
8777,Edwards,5,7,1910,1950,Fa,No,0,796,796,0,796,1,TA,0,0,0,0,85000
3982,Blmngtn,8,5,2006,2006,Gd,Av,1154,1520,1567,0,1567,2,Ex,1,3,648,0,264561
12677,NridgHt,8,5,2003,2004,Ex,Gd,1218,1518,1518,0,1518,1,Ex,1,2,588,140,274000
7050,Somerst,7,5,2001,2001,Gd,No,738,1057,1057,872,1929,2,Gd,1,2,650,235,226000
13860,NAmes,8,7,1972,1995,Gd,Gd,1410,1952,2000,704,2704,2,Ex,3,2,538,111,345000
10793,NWAmes,5,5,1969,1969,TA,No,493,780,780,840,1620,2,TA,0,2,462,0,152000
9187,Somerst,9,5,2009,2009,Ex,Mn,1121,1766,1766,0,1766,2,Ex,1,3,478,130,370878
10530,NAmes,6,5,1971,1971,TA,No,282,981,981,0,981,1,TA,0,2,576,312,143250
7200,NAmes,5,5,1950,1950,NA,NA,0,0,1048,0,1048,1,TA,0,2,420,27,98300
10452,Edwards,6,5,1953,1953,TA,Mn,500,1094,1094,0,1094,1,TA,2,2,495,0,155000
7700,NAmes,6,5,1966,1966,TA,No,0,756,1051,788,1839,1,TA,1,2,442,124,155000
1936,MeadowV,4,6,1970,1970,Gd,Av,131,630,630,0,630,1,TA,0,0,0,0,84500
8125,Somerst,7,6,2007,2007,Gd,No,0,813,822,843,1665,2,Gd,0,2,562,0,205950
9084,Edwards,4,5,1940,1950,TA,Mn,0,755,755,755,1510,1,TA,1,1,296,0,108000
8750,CollgCr,7,5,1996,1996,Gd,No,0,880,909,807,1716,2,Gd,1,2,512,120,191000
10320,IDOTRR,6,7,1906,1995,TA,No,0,756,756,713,1469,1,TA,0,1,216,0,135000
10437,NoRidge,8,6,1995,1995,Gd,Gd,1696,2109,2113,0,2113,2,Gd,1,3,839,46,350000
1680,BrDale,6,5,1971,1971,TA,No,0,525,525,567,1092,1,TA,0,1,264,0,88000
10007,NAmes,5,7,1959,2006,TA,No,806,1053,1053,0,1053,1,Gd,0,1,312,0,145500
7200,Crawfor,7,6,1931,2000,Gd,No,0,776,851,651,1502,1,TA,1,1,270,0,149000
17503,NAmes,6,5,1948,1950,TA,No,0,912,912,546,1458,1,TA,1,1,330,0,97500
9937,Edwards,5,7,1964,1999,TA,No,637,1486,1486,0,1486,1,TA,0,2,480,0,167000
12384,NWAmes,7,7,1976,1976,Gd,No,0,793,1142,793,1935,2,TA,1,2,550,113,197900
46589,NoRidge,8,7,1994,2005,Gd,No,1361,1629,1686,762,2448,2,Gd,1,3,711,76,402000
13560,NAmes,6,3,1968,1968,Fa,No,0,1392,1392,0,1392,1,TA,2,2,576,0,110000
10012,Edwards,4,5,1972,1972,Gd,Av,920,1138,1181,0,1181,2,TA,0,2,588,0,137500
20896,Somerst,8,5,2005,2006,Ex,Mn,1721,2077,2097,0,2097,1,Ex,1,3,1134,267,423000
11194,Gilbert,8,5,2000,2000,Gd,No,0,1406,1454,482,1936,2,Gd,1,2,504,124,230500
18450,NAmes,6,5,1965,1979,Gd,No,187,1021,1465,915,2380,2,TA,1,2,596,265,129000
8125,SawyerW,6,5,1994,1998,Gd,No,1138,1408,1679,0,1679,2,Gd,1,2,575,42,193500
14175,Sawyer,5,6,1956,1987,TA,No,988,1188,1437,0,1437,1,TA,1,2,576,0,168000
11600,Crawfor,4,5,1922,1950,Fa,No,0,700,1180,0,1180,1,Fa,1,1,252,0,137500
8633,CollgCr,6,5,2005,2005,Gd,No,193,738,738,738,1476,2,Gd,0,2,540,35,173500
6629,Edwards,6,6,1925,1950,TA,No,551,672,697,672,1369,2,TA,0,1,300,0,103600
11250,Veenker,6,6,1977,1977,Gd,No,767,1208,1208,0,1208,1,TA,1,2,546,42,165000
14442,Crawfor,6,7,1957,2004,TA,No,1186,1477,1839,0,1839,2,Gd,2,2,416,87,257500
9200,NAmes,6,6,1965,1965,TA,No,892,1136,1136,0,1136,1,TA,1,1,384,0,140000
2289,NPkVill,6,6,1978,1978,TA,No,311,855,855,586,1441,2,TA,1,2,440,0,148500
9600,OldTown,4,2,1900,1950,TA,No,0,1095,1095,679,1774,2,TA,0,3,779,0,87000
9022,OldTown,5,8,1924,2006,TA,No,0,768,792,0,792,1,Gd,0,1,240,0,109500
11844,StoneBr,8,5,2008,2008,Ex,Mn,0,2046,2046,0,2046,2,Gd,1,3,834,82,372500
9945,Sawyer,5,5,1961,1961,TA,No,827,988,988,0,988,1,TA,0,2,572,0,128500
8012,SawyerW,6,5,1980,1980,Gd,No,543,923,923,0,923,2,TA,1,1,264,0,143000
4500,SWISU,5,5,1932,2000,TA,No,182,793,848,672,1520,1,TA,0,1,281,0,159434
2887,ClearCr,6,5,1996,1997,Gd,Mn,1003,1291,1291,0,1291,1,Gd,1,2,431,0,173000
11248,CollgCr,9,5,2002,2002,Gd,Av,1059,1626,1668,0,1668,2,Gd,1,3,702,45,285000
16770,NoRidge,7,5,1998,1998,Gd,No,0,1195,1195,644,1839,2,TA,0,2,486,81,221000
5062,StoneBr,7,5,1984,1984,Gd,Mn,828,1190,1190,900,2090,2,Gd,1,2,577,0,207500
10207,Somerst,7,6,2007,2007,Gd,No,0,874,874,887,1761,3,Gd,0,2,578,105,227875
5105,Somerst,7,5,2004,2004,Gd,No,239,551,551,551,1102,2,Gd,0,2,480,60,148800
8089,StoneBr,8,6,2007,2007,Gd,Av,945,1419,1419,0,1419,2,Gd,1,2,567,0,392000
7577,NridgHt,6,5,2005,2006,Gd,Av,20,1362,1362,0,1362,2,Gd,1,2,460,28,194700
4426,CollgCr,6,5,2004,2004,Gd,Gd,697,848,848,0,848,1,Gd,1,2,420,0,141000
21535,NoRidge,10,6,1994,1995,Ex,Gd,1455,2444,2444,1872,4316,3,Ex,2,3,832,50,755000
26178,Timber,7,5,1989,1990,Gd,Gd,965,1210,1238,1281,2519,2,Gd,2,2,628,27,335000
5400,OldTown,5,6,1921,1968,TA,No,0,1073,1073,0,1073,1,TA,0,1,326,0,108480
6120,BrkSide,5,6,1936,1950,TA,No,0,927,1067,472,1539,1,TA,0,2,576,0,141500
13811,Timber,6,6,1987,1987,Gd,No,980,1112,1137,0,1137,2,Gd,1,2,551,0,176000
6000,BrkSide,5,7,1921,1950,TA,No,616,616,616,0,616,1,TA,0,1,205,0,89000
6420,Edwards,5,7,1952,1952,Ex,Mn,210,980,1148,0,1148,1,TA,0,1,308,0,123500
8450,Sawyer,5,8,1965,2009,TA,No,553,894,894,0,894,1,TA,1,1,336,144,138500
4282,Somerst,7,5,2004,2004,Gd,Mn,16,1391,1391,0,1391,2,Gd,0,2,530,158,196000
14331,Timber,8,5,2002,2002,Ex,Gd,1274,1800,1800,0,1800,2,Gd,1,3,765,78,312500
9600,NWAmes,7,5,1969,1969,TA,No,0,1164,1164,0,1164,1,TA,0,2,528,0,140000
12438,StoneBr,8,5,2006,2006,Ex,No,0,1234,1264,1312,2576,2,Ex,1,3,666,100,361919
7630,OldTown,5,9,1900,1996,Gd,No,0,360,1032,780,1812,2,Gd,1,2,672,0,140000
8400,CollgCr,7,5,2004,2005,Gd,Av,712,1473,1484,0,1484,2,Gd,0,2,606,35,213000
5600,IDOTRR,4,5,1930,1950,NA,NA,0,0,372,720,1092,2,Fa,0,0,0,0,55000
115149,ClearCr,7,5,1971,2002,Gd,Gd,1219,1643,1824,0,1824,2,Gd,2,2,739,48,302000
6240,NridgHt,8,5,2006,2006,Gd,No,863,1324,1324,0,1324,2,Gd,1,2,550,38,254000
9018,Gilbert,7,5,2007,2007,Gd,Av,0,728,728,728,1456,2,Gd,1,2,400,24,179540
7162,Sawyer,5,7,1966,1966,TA,No,0,876,904,0,904,1,TA,0,1,408,0,109900
4130,BrkSide,3,6,1935,2003,TA,No,0,270,729,0,729,1,TA,0,0,0,0,52000
8712,IDOTRR,4,7,1900,1950,TA,Mn,0,859,859,319,1178,1,TA,0,1,384,0,102776
4671,StoneBr,8,5,1988,1989,Gd,Mn,767,1228,1228,0,1228,2,Gd,1,2,472,120,189000
9873,BrkSide,4,5,1970,1970,TA,Av,789,960,960,0,960,1,TA,0,2,576,288,129000
13517,Sawyer,6,8,1976,2005,TA,No,533,725,725,754,1479,2,Gd,0,2,475,44,130500
10140,NWAmes,6,5,1974,1974,Gd,No,0,1064,1350,0,1350,2,TA,1,2,478,0,165000
10800,OldTown,7,8,1890,1998,TA,No,0,718,1576,978,2554,1,TA,0,2,704,48,159500
10000,NWAmes,5,6,1973,2000,Gd,No,1084,1176,1178,0,1178,1,Gd,1,2,439,0,157000
10542,NoRidge,7,5,1993,1994,Gd,Gd,1173,1311,1325,1093,2418,2,Gd,1,3,983,154,341000
9920,CollgCr,5,6,1969,1969,Gd,Gd,523,971,971,0,971,1,TA,1,1,300,0,128500
6563,StoneBr,8,5,1985,1985,Gd,Gd,1148,1742,1742,0,1742,2,Gd,1,2,564,28,275000
4426,CollgCr,6,5,2004,2004,Gd,Av,662,848,848,0,848,1,Gd,0,2,420,0,143000
8120,NAmes,4,7,1970,1970,TA,No,191,864,864,0,864,1,TA,0,2,463,0,124500
8172,Edwards,4,6,1954,1972,TA,No,0,941,997,473,1470,2,TA,0,1,548,0,135000
13286,Edwards,9,5,2007,2008,Ex,No,1234,1698,1698,0,1698,2,Ex,1,3,768,64,320000
6960,NAmes,4,6,1970,1970,TA,No,375,864,864,0,864,1,Gd,0,2,660,0,120500
21695,Crawfor,6,9,1988,2007,Gd,No,808,880,1680,0,1680,2,Gd,1,2,540,44,222000
7314,CollgCr,7,5,2007,2007,Gd,Av,724,1232,1232,0,1232,2,Gd,0,2,632,0,194500
11475,NAmes,5,5,1958,1958,TA,No,0,1584,1776,0,1776,2,TA,0,3,888,25,110000
6240,IDOTRR,4,5,1925,1950,TA,No,152,780,848,0,1208,1,TA,0,2,539,23,103000
5389,StoneBr,8,5,1995,1996,Gd,No,1180,1595,1616,0,1616,2,Gd,1,2,608,152,236500
9590,Timber,7,5,2003,2003,Ex,Av,786,868,1146,0,1146,2,Gd,1,2,438,22,187500
11404,CollgCr,7,5,1998,1999,Gd,Av,252,1153,1153,878,2031,2,Gd,1,2,541,84,222500
10000,Sawyer,5,6,1961,1983,TA,No,594,864,1144,0,1144,1,TA,1,1,264,0,131400
8978,Sawyer,5,5,1968,1968,TA,No,0,948,948,0,948,1,TA,0,1,300,0,108000
10800,OldTown,7,7,1914,1970,Gd,Mn,390,880,880,888,1768,1,TA,2,2,320,341,163000
8544,NAmes,3,4,1950,1950,NA,NA,0,0,1040,0,1040,2,TA,0,2,400,0,93500
10463,Gilbert,8,5,2005,2005,Gd,No,0,893,901,900,1801,2,Gd,1,3,800,116,239900
10800,Edwards,5,5,1987,1988,Gd,Gd,1200,1200,1200,0,1200,3,TA,0,0,0,0,179000
9313,CollgCr,7,5,2004,2004,Gd,No,0,864,864,864,1728,2,Gd,0,2,572,56,190000
9600,OldTown,5,7,1910,2002,Fa,No,0,264,768,664,1432,2,TA,0,2,360,0,132000
6768,Sawyer,6,8,1961,1996,TA,Mn,832,912,912,0,912,1,Gd,0,1,288,0,142000
8450,SawyerW,7,5,2000,2001,Gd,No,0,1349,1349,0,1349,2,TA,0,2,539,55,179000
12886,Sawyer,5,6,1963,1999,Gd,Av,444,520,1464,0,1464,2,TA,1,2,480,0,175000
5395,StoneBr,8,5,1993,1993,Gd,No,733,1337,1337,0,1337,2,Gd,1,2,462,0,180000
8963,NWAmes,8,9,1976,1996,TA,No,575,1142,1175,1540,2715,3,Gd,2,2,831,204,299800
8795,Gilbert,7,5,2000,2000,Gd,No,300,952,980,1276,2256,2,Gd,1,2,554,54,236000
11700,OldTown,7,7,1880,2003,TA,No,0,1240,1320,1320,2640,1,Gd,1,4,864,0,265979
10593,NoRidge,7,5,1996,1996,Gd,No,919,1720,1720,0,1720,2,Gd,1,2,527,56,260400
8405,Edwards,4,3,1945,1950,NA,NA,0,0,1088,441,1529,2,TA,0,1,240,0,98000
8800,OldTown,4,7,1910,2004,TA,No,0,576,792,348,1140,1,TA,0,0,0,160,96500
7750,Gilbert,7,5,2003,2003,Gd,No,0,660,660,660,1320,2,Gd,0,2,400,48,162000
9236,CollgCr,6,5,1997,1997,Gd,Gd,1200,1479,1494,0,1494,2,Gd,0,2,576,27,217000
10240,NridgHt,8,5,2005,2005,Gd,Mn,0,1030,1038,1060,2098,2,Ex,1,3,878,52,275500
7930,NAmes,6,8,1969,2005,TA,No,439,1026,1026,0,1026,1,Gd,0,2,440,48,156000
3230,Somerst,6,5,1999,1999,Gd,No,381,729,742,729,1471,2,TA,0,2,440,24,172500
10769,CollgCr,8,5,2007,2007,Gd,Av,20,866,866,902,1768,2,Gd,0,2,578,105,212000
11616,Sawyer,6,5,1978,1978,TA,Mn,438,672,672,714,1386,2,TA,1,2,440,0,158900
2280,Somerst,7,5,1999,1999,Gd,No,549,744,757,744,1501,2,TA,0,2,440,0,179400
12257,NoRidge,8,5,1995,1995,Gd,Av,56,1318,1328,1203,2531,2,Gd,1,3,752,98,290000
9100,NAmes,6,6,1959,1959,TA,No,612,864,864,0,864,1,TA,0,1,300,0,127500
6911,BrkSide,5,5,1924,1950,TA,Mn,405,1145,1301,0,1301,1,Fa,0,2,440,0,100000
8640,Somerst,7,5,2009,2009,Gd,Mn,24,756,764,783,1547,2,Gd,0,2,614,45,215200
9430,NoRidge,8,5,1999,1999,Gd,Mn,1163,1252,1268,1097,2365,2,Gd,1,3,856,128,337000
9549,Veenker,8,5,1995,1996,Gd,Av,437,1494,1494,0,1494,1,Ex,1,2,481,30,270000
14587,Somerst,9,5,2008,2008,Gd,No,0,1498,1506,0,1506,2,Ex,1,2,592,174,264132
10421,NWAmes,7,5,1988,1988,Gd,No,394,980,980,734,1714,2,TA,1,2,496,66,196500
12508,Mitchel,6,7,1940,1985,Gd,Mn,660,983,983,767,1750,2,TA,0,1,423,0,160000
9100,CollgCr,7,5,2004,2005,Gd,No,24,1860,1836,0,1836,2,Gd,1,2,484,33,216837
53504,StoneBr,8,5,2003,2003,Gd,Gd,1416,1650,1690,1589,3279,3,Ex,1,3,841,36,538000
7252,Sawyer,5,5,1982,1982,Gd,Av,685,858,858,0,858,1,TA,0,2,576,0,134900
8877,Edwards,4,5,1951,1951,Fa,No,836,836,1220,0,1220,1,TA,0,2,396,0,102000
7819,Edwards,6,5,1976,1976,TA,Av,422,1029,1117,0,1117,1,TA,1,2,672,0,107000
10150,NAmes,5,5,1958,1958,TA,No,456,912,912,0,912,1,TA,0,1,275,0,114500
14226,NridgHt,8,5,2006,2006,Gd,Av,0,1935,1973,0,1973,2,Gd,1,3,895,45,395000
